CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,churn,monthly_spend,avg_txn_value,tenure_months,spend_quintile
711219333,Existing Customer,33,M,1,Post-Graduate,Married,$120K +,Blue,14,6,1,0,7571.0,2264,5307.0,0.696,2273,49,0.485,0.299,0,189.41666666666666,46.38775510204081,14,1
713384508,Existing Customer,28,M,1,High School,Single,Less than $40K,Blue,14,4,3,1,2897.0,1398,1499.0,0.907,2698,73,0.872,0.483,0,224.83333333333334,36.95890410958904,14,1
772514808,Existing Customer,36,F,2,Uneducated,Single,$40K - $60K,Blue,26,3,2,4,3131.0,2379,752.0,0.748,2315,63,0.853,0.76,0,192.91666666666666,36.74603174603175,26,1
710808108,Existing Customer,34,F,3,College,Divorced,Less than $40K,Blue,27,3,3,2,4274.0,2517,1757.0,0.666,2257,54,0.8,0.589,0,188.08333333333334,41.7962962962963,27,1
778973658,Existing Customer,55,M,0,Doctorate,Married,$60K - $80K,Blue,36,4,6,4,4980.0,906,4074.0,0.721,2273,66,0.886,0.182,0,189.41666666666666,34.43939393939394,36,1
712005108,Existing Customer,61,F,0,Post-Graduate,Married,Less than $40K,Blue,48,3,3,3,3156.0,2155,1001.0,0.438,1376,44,0.571,0.683,0,114.66666666666667,31.272727272727273,48,0
804577833,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,39,5,1,0,6861.0,2101,4760.0,0.464,3974,63,0.909,0.306,0,331.1666666666667,63.07936507936508,39,2
715028283,Existing Customer,54,M,1,Graduate,Married,$80K - $120K,Blue,46,3,3,2,15554.0,2497,13057.0,1.027,2836,61,0.605,0.161,0,236.33333333333334,46.49180327868852,46,1
789786258,Existing Customer,39,M,2,High School,Married,$80K - $120K,Blue,28,3,2,4,26570.0,1915,24655.0,1.454,2118,33,1.062,0.072,0,176.5,64.18181818181819,28,1
715421058,Existing Customer,51,M,1,Unknown,Married,$60K - $80K,Blue,36,3,2,4,22224.0,979,21245.0,1.255,3346,69,1.156,0.044,0,278.8333333333333,48.492753623188406,36,2
797166633,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,2,4,10606.0,1713,8893.0,0.899,2694,61,0.906,0.162,0,224.5,44.16393442622951,41,1
711041508,Existing Customer,37,F,1,High School,Married,$40K - $60K,Blue,25,4,3,4,5865.0,2517,3348.0,1.348,2623,47,1.35,0.429,0,218.58333333333334,55.808510638297875,25,1
712847208,Existing Customer,47,F,3,Graduate,Unknown,$40K - $60K,Blue,36,5,2,3,5369.0,1854,3515.0,0.959,1898,50,0.786,0.345,0,158.16666666666666,37.96,36,0
779174133,Existing Customer,56,M,3,Uneducated,Married,$120K +,Blue,43,5,1,5,5188.0,753,4435.0,0.591,1540,30,0.429,0.145,0,128.33333333333334,51.333333333333336,43,0
715680933,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,36,4,2,4,17742.0,1463,16279.0,0.803,3369,55,0.774,0.082,0,280.75,61.25454545454546,36,2
770871708,Existing Customer,62,M,0,Graduate,Married,$40K - $60K,Blue,48,5,1,5,2591.0,0,2591.0,0.601,2123,56,0.697,0.0,0,176.91666666666666,37.910714285714285,48,1
772643058,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,48,6,2,3,2800.0,1834,966.0,0.615,1571,36,0.636,0.655,0,130.91666666666666,43.638888888888886,48,0
718199133,Existing Customer,57,M,1,High School,Married,$80K - $120K,Blue,36,3,2,2,6543.0,2260,4283.0,0.448,1519,31,0.632,0.345,0,126.58333333333333,49.0,36,0
721475133,Existing Customer,54,F,1,Doctorate,Single,Unknown,Blue,36,6,3,4,26053.0,829,25224.0,0.669,2768,70,0.628,0.032,0,230.66666666666666,39.542857142857144,36,1
766322883,Existing Customer,33,F,3,College,Single,$40K - $60K,Blue,26,6,3,5,6316.0,1344,4972.0,0.823,2401,71,0.732,0.213,0,200.08333333333334,33.816901408450704,26,1
771197433,Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,41,3,2,4,4658.0,588,4070.0,0.856,1351,30,1.5,0.126,0,112.58333333333333,45.03333333333333,41,0
709516458,Existing Customer,30,M,0,Graduate,Divorced,$60K - $80K,Blue,22,3,3,3,6476.0,0,6476.0,0.551,2723,66,0.65,0.0,0,226.91666666666666,41.25757575757576,22,1
716456808,Existing Customer,36,F,2,High School,Single,Less than $40K,Blue,36,6,2,5,8087.0,1263,6824.0,0.615,2429,69,0.643,0.156,0,202.41666666666666,35.20289855072464,36,1
716819958,Existing Customer,60,M,2,Graduate,Married,$60K - $80K,Blue,50,3,1,2,9033.0,845,8188.0,0.663,1661,35,0.4,0.094,0,138.41666666666666,47.457142857142856,50,0
779449308,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,28,6,3,4,3206.0,0,3206.0,1.065,3253,72,0.532,0.0,0,271.0833333333333,45.18055555555556,28,2
784891458,Existing Customer,55,M,1,Graduate,Married,$80K - $120K,Blue,49,4,3,3,28751.0,2158,26593.0,0.536,1502,34,0.789,0.075,0,125.16666666666667,44.1764705882353,49,0
790004883,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,47,3,3,3,2938.0,1995,943.0,0.514,1352,30,0.429,0.679,0,112.66666666666667,45.06666666666667,47,0
770262183,Existing Customer,31,M,0,Uneducated,Single,Less than $40K,Blue,25,5,2,2,5715.0,1741,3974.0,0.816,2324,67,1.03,0.305,0,193.66666666666666,34.6865671641791,25,1
715277583,Existing Customer,55,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,2,1,2111.0,1209,902.0,0.594,2803,61,0.605,0.573,0,233.58333333333334,45.950819672131146,36,1
815510883,Existing Customer,36,M,2,Post-Graduate,Single,$40K - $60K,Blue,31,3,2,5,11862.0,2282,9580.0,0.837,2576,74,0.85,0.192,0,214.66666666666666,34.810810810810814,31,1
713997183,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,2791.0,2160,631.0,0.825,2214,56,0.6,0.774,0,184.5,39.535714285714285,36,1
715107033,Existing Customer,33,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,6551.0,1440,5111.0,0.629,2429,77,0.453,0.22,0,202.41666666666666,31.545454545454547,36,1
720706008,Existing Customer,30,M,2,Post-Graduate,Single,$40K - $60K,Blue,16,5,3,5,4533.0,1977,2556.0,0.664,2679,69,0.605,0.436,0,223.25,38.82608695652174,16,1
710108133,Existing Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,0,1854.0,1528,326.0,0.444,1307,39,0.393,0.824,0,108.91666666666667,33.51282051282051,36,0
718983333,Existing Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,43,6,1,3,6704.0,1354,5350.0,0.411,1331,30,0.364,0.202,0,110.91666666666667,44.36666666666667,43,0
714030183,Existing Customer,59,M,0,Graduate,Single,$80K - $120K,Silver,36,5,3,3,34516.0,1494,33022.0,1.229,3259,65,0.585,0.043,0,271.5833333333333,50.13846153846154,36,2
710496708,Existing Customer,41,M,2,College,Single,$120K +,Blue,32,6,3,2,5489.0,1513,3976.0,0.87,4085,65,0.548,0.276,0,340.4166666666667,62.84615384615385,32,2
714935883,Existing Customer,45,M,3,Uneducated,Married,$40K - $60K,Blue,36,3,1,1,10619.0,607,10012.0,0.883,4074,65,0.477,0.057,0,339.5,62.676923076923075,36,2
718972758,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,2481.0,1287,1194.0,0.465,1825,51,0.821,0.519,0,152.08333333333334,35.78431372549019,40,0
711827958,Existing Customer,57,M,2,Uneducated,Married,$60K - $80K,Blue,47,4,4,1,5100.0,1970,3130.0,0.371,1032,26,0.368,0.386,0,86.0,39.69230769230769,47,0
778724058,Existing Customer,63,M,0,Doctorate,Single,$40K - $60K,Blue,49,5,4,3,5905.0,726,5179.0,0.85,3982,65,0.857,0.123,0,331.8333333333333,61.261538461538464,49,2
809620833,Existing Customer,35,F,3,Unknown,Single,Unknown,Blue,30,3,3,2,9293.0,0,9293.0,0.897,2314,59,1.034,0.0,0,192.83333333333334,39.220338983050844,30,1
718920708,Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,25,5,3,3,5240.0,1451,3789.0,1.198,2172,38,0.81,0.277,0,181.0,57.1578947368421,25,1
771051783,Existing Customer,53,M,3,High School,Married,$120K +,Blue,40,6,2,5,4182.0,741,3441.0,0.885,1297,24,1.182,0.177,0,108.08333333333333,54.041666666666664,40,0
715970133,Existing Customer,33,F,4,College,Divorced,Less than $40K,Blue,24,6,2,2,9857.0,0,9857.0,0.699,3448,103,0.635,0.0,0,287.3333333333333,33.47572815533981,24,2
806889633,Existing Customer,38,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,4,20117.0,1226,18891.0,1.4,2906,58,1.0,0.061,0,242.16666666666666,50.10344827586207,33,1
717338733,Existing Customer,31,M,0,High School,Divorced,Less than $40K,Blue,22,3,2,3,6012.0,0,6012.0,0.968,2801,72,0.674,0.0,0,233.41666666666666,38.90277777777778,22,1
779223858,Existing Customer,37,M,2,Graduate,Married,$60K - $80K,Blue,27,4,2,4,6369.0,0,6369.0,1.454,2675,47,1.136,0.0,0,222.91666666666666,56.91489361702128,27,1
769980333,Existing Customer,36,M,1,Uneducated,Single,$80K - $120K,Blue,30,4,2,5,13005.0,2152,10853.0,1.424,3023,53,0.767,0.165,0,251.91666666666666,57.0377358490566,30,1
716112933,Attrited Customer,39,F,3,Graduate,Married,Unknown,Blue,36,3,2,3,1575.0,592,983.0,0.236,644,15,0.154,0.376,1,53.666666666666664,42.93333333333333,36,0
788783133,Existing Customer,58,F,0,Post-Graduate,Married,Less than $40K,Blue,39,5,3,3,6679.0,1207,5472.0,0.538,1649,29,0.381,0.181,0,137.41666666666666,56.86206896551724,39,0
816325533,Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,34,6,3,5,6458.0,1802,4656.0,0.923,2315,49,0.581,0.279,0,192.91666666666666,47.244897959183675,34,1
720113433,Existing Customer,61,M,0,Unknown,Single,$60K - $80K,Blue,48,3,2,4,20803.0,1446,19357.0,0.736,2073,43,0.654,0.07,0,172.75,48.2093023255814,48,1
717233058,Existing Customer,34,M,4,Unknown,Married,$40K - $60K,Blue,26,3,2,4,5540.0,1240,4300.0,0.843,1524,31,0.824,0.224,0,127.0,49.16129032258065,26,0
710233683,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36,4,3,4,2801.0,2403,398.0,0.884,1526,44,1.0,0.858,0,127.16666666666667,34.68181818181818,36,0
778327908,Existing Customer,50,M,2,Uneducated,Single,Less than $40K,Blue,40,4,3,5,2419.0,2380,39.0,0.695,4099,73,0.659,0.984,0,341.5833333333333,56.15068493150685,40,2
716400633,Existing Customer,33,M,3,High School,Single,$40K - $60K,Blue,24,6,3,3,5156.0,1427,3729.0,0.48,2057,54,0.421,0.277,0,171.41666666666666,38.092592592592595,24,1
787488108,Existing Customer,48,F,1,High School,Married,Unknown,Blue,36,6,4,4,14228.0,1953,12275.0,0.651,1970,51,0.645,0.137,0,164.16666666666666,38.627450980392155,36,1
771649083,Existing Customer,63,M,0,High School,Married,$80K - $120K,Blue,51,3,3,4,10257.0,1021,9236.0,0.467,1508,30,0.429,0.1,0,125.66666666666667,50.266666666666666,51,0
789853533,Attrited Customer,54,M,3,High School,Married,$40K - $60K,Blue,44,2,1,5,3032.0,0,3032.0,0.949,1037,14,2.5,0.0,1,86.41666666666667,74.07142857142857,44,0
806256333,Attrited Customer,41,M,4,Graduate,Unknown,$60K - $80K,Blue,36,2,3,5,1438.3,312,1126.3,0.657,1786,26,0.733,0.217,1,148.83333333333334,68.6923076923077,36,0
796336833,Existing Customer,51,M,3,Doctorate,Married,$80K - $120K,Blue,45,5,2,4,32096.0,0,32096.0,0.766,2619,69,0.917,0.0,0,218.25,37.95652173913044,45,1
713763633,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,46,5,3,2,3014.0,794,2220.0,0.5,1488,30,0.579,0.263,0,124.0,49.6,46,0
710942358,Existing Customer,47,M,4,Unknown,Single,$40K - $60K,Blue,36,3,3,3,5762.0,1890,3872.0,0.938,3814,88,0.66,0.328,0,317.8333333333333,43.34090909090909,36,2
713974533,Existing Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,45,5,1,3,2555.0,1701,854.0,1.492,3127,45,1.25,0.666,0,260.5833333333333,69.4888888888889,45,1
787231233,Existing Customer,34,M,5,Post-Graduate,Single,$80K - $120K,Silver,28,3,3,2,34516.0,1731,32785.0,0.605,2421,63,0.575,0.05,0,201.75,38.42857142857143,28,1
719810583,Existing Customer,64,M,0,High School,Married,Less than $40K,Blue,54,4,3,2,2140.0,1361,779.0,0.46,1280,34,1.0,0.636,0,106.66666666666667,37.64705882352941,54,0
717124983,Existing Customer,62,F,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,1,4760.0,0,4760.0,0.564,1459,20,0.538,0.0,0,121.58333333333333,72.95,43,0
787523283,Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,27,6,2,5,26372.0,1365,25007.0,1.394,2291,56,1.0,0.052,0,190.91666666666666,40.910714285714285,27,1
719493858,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,43,5,2,2,8203.0,654,7549.0,0.588,2910,63,0.909,0.08,0,242.5,46.19047619047619,43,1
709897983,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,24,5,2,3,2655.0,1527,1128.0,0.715,1921,26,0.444,0.575,0,160.08333333333334,73.88461538461539,24,1
717225258,Existing Customer,35,M,2,Graduate,Single,$120K +,Blue,27,6,2,2,13655.0,1048,12607.0,0.509,2383,59,0.595,0.077,0,198.58333333333334,40.389830508474574,27,1
803148033,Existing Customer,54,M,1,College,Married,$80K - $120K,Blue,48,6,1,5,12169.0,1935,10234.0,0.435,1599,38,0.652,0.159,0,133.25,42.078947368421055,48,0
779474958,Existing Customer,35,F,3,Unknown,Single,Less than $40K,Blue,17,6,1,1,2956.0,1823,1133.0,0.969,2144,58,0.812,0.617,0,178.66666666666666,36.96551724137931,17,1
712060158,Existing Customer,35,M,0,Doctorate,Single,$60K - $80K,Blue,18,6,2,3,2598.0,1645,953.0,0.765,2483,59,0.903,0.633,0,206.91666666666666,42.08474576271186,18,1
713292933,Existing Customer,36,F,3,Graduate,Single,Unknown,Blue,36,5,2,2,10566.0,726,9840.0,0.893,2156,64,1.207,0.069,0,179.66666666666666,33.6875,36,1
710982858,Existing Customer,33,F,3,Graduate,Single,$40K - $60K,Blue,36,6,1,2,8232.0,2259,5973.0,1.158,2849,67,1.31,0.274,0,237.41666666666666,42.52238805970149,36,1
714542058,Existing Customer,53,M,1,Graduate,Unknown,$60K - $80K,Silver,44,5,2,1,26365.0,680,25685.0,0.498,3411,68,0.789,0.026,0,284.25,50.161764705882355,44,2
712319058,Existing Customer,37,F,1,Uneducated,Married,Less than $40K,Blue,29,5,3,0,4671.0,1933,2738.0,0.986,2468,58,0.706,0.414,0,205.66666666666666,42.55172413793103,29,1
744483633,Existing Customer,35,M,3,Graduate,Married,$120K +,Blue,28,4,3,2,14869.0,0,14869.0,1.624,2753,48,1.087,0.0,0,229.41666666666666,57.354166666666664,28,1
714947883,Existing Customer,59,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,2,2300.0,1965,335.0,0.596,1693,27,0.688,0.854,0,141.08333333333334,62.7037037037037,36,0
788776908,Existing Customer,47,M,1,Unknown,Unknown,$80K - $120K,Blue,28,6,1,4,2797.0,1802,995.0,0.675,3525,63,0.75,0.644,0,293.75,55.95238095238095,28,2
714802458,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,30,5,2,1,2657.0,2115,542.0,0.688,3580,77,0.711,0.796,0,298.3333333333333,46.493506493506494,30,2
721485708,Existing Customer,58,M,2,Uneducated,Married,$80K - $120K,Blue,46,6,1,3,9149.0,1806,7343.0,0.35,1220,36,0.333,0.197,0,101.66666666666667,33.888888888888886,46,0
716378658,Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,36,5,2,3,2629.0,1476,1153.0,0.537,1725,41,0.414,0.561,0,143.75,42.073170731707314,36,0
713375658,Existing Customer,37,M,2,Graduate,Divorced,$40K - $60K,Blue,17,6,3,3,3176.0,0,3176.0,0.652,2298,67,0.457,0.0,0,191.5,34.298507462686565,17,1
717828108,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,42,6,1,0,21875.0,2517,19358.0,0.409,1327,31,0.409,0.115,0,110.58333333333333,42.806451612903224,42,0
788784258,Existing Customer,60,M,2,High School,Married,Unknown,Blue,41,5,2,4,3007.0,1664,1343.0,0.34,1475,31,0.632,0.553,0,122.91666666666667,47.58064516129032,41,0
718875483,Existing Customer,50,M,1,College,Married,$60K - $80K,Blue,40,4,2,4,17404.0,1745,15659.0,0.54,4491,78,0.66,0.1,0,374.25,57.57692307692308,40,3
811111083,Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,51,5,6,3,2863.0,2517,346.0,0.583,1458,39,0.696,0.879,0,121.5,37.38461538461539,51,0
715749108,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Gold,37,5,1,2,34516.0,2429,32087.0,0.742,3205,57,0.727,0.07,0,267.0833333333333,56.228070175438596,37,2
780197133,Existing Customer,40,M,4,Graduate,Single,$60K - $80K,Blue,30,4,1,1,13919.0,1266,12653.0,0.438,3699,67,0.523,0.091,0,308.25,55.208955223880594,30,2
719146008,Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,39,4,4,3,18672.0,2517,16155.0,0.799,1126,35,0.591,0.135,1,93.83333333333333,32.17142857142857,39,0
717727308,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,36,6,2,2,4204.0,499,3705.0,0.635,4740,67,0.523,0.119,0,395.0,70.74626865671642,36,3
718445883,Existing Customer,61,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,6859.0,2489,4370.0,0.65,1617,26,1.0,0.363,0,134.75,62.19230769230769,36,0
795997908,Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,30,6,3,3,16050.0,1480,14570.0,1.326,3215,56,0.806,0.092,0,267.9166666666667,57.410714285714285,30,2
710159658,Existing Customer,46,M,5,High School,Married,$120K +,Blue,32,5,2,2,34516.0,1024,33492.0,0.72,2436,71,0.651,0.03,0,203.0,34.309859154929576,32,1
716068683,Existing Customer,28,M,0,Uneducated,Divorced,Unknown,Blue,36,3,3,3,16766.0,1535,15231.0,1.042,3093,77,0.878,0.092,0,257.75,40.16883116883117,36,1
778844433,Existing Customer,49,M,5,Unknown,Single,$80K - $120K,Blue,30,3,2,1,20895.0,1808,19087.0,0.572,3210,65,0.667,0.087,0,267.5,49.38461538461539,30,2
715161633,Existing Customer,44,F,4,High School,Single,$40K - $60K,Blue,38,6,3,3,7881.0,2517,5364.0,0.738,3068,77,0.711,0.319,0,255.66666666666666,39.84415584415584,38,1
773270058,Existing Customer,57,M,5,High School,Married,$80K - $120K,Blue,50,4,2,3,13427.0,0,13427.0,0.521,1337,27,0.588,0.0,0,111.41666666666667,49.51851851851852,50,0
714120258,Existing Customer,37,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,3,3,2,2281.0,1677,604.0,1.027,2735,58,1.071,0.735,0,227.91666666666666,47.1551724137931,36,1
720076458,Existing Customer,57,M,2,Uneducated,Married,$80K - $120K,Blue,52,6,2,4,10974.0,0,10974.0,0.591,1327,26,1.0,0.0,0,110.58333333333333,51.03846153846154,52,0
720693033,Attrited Customer,33,M,1,Unknown,Married,$60K - $80K,Blue,36,1,3,4,8925.0,168,8757.0,0.447,741,10,0.429,0.019,1,61.75,74.1,36,0
719978583,Existing Customer,46,M,2,High School,Married,$60K - $80K,Blue,40,4,1,3,5265.0,0,5265.0,0.524,3281,68,0.744,0.0,0,273.4166666666667,48.25,40,2
712784058,Attrited Customer,45,F,2,High School,Divorced,Unknown,Blue,36,6,4,3,17156.0,2517,14639.0,0.717,1142,33,0.32,0.147,1,95.16666666666667,34.60606060606061,36,0
717261708,Existing Customer,53,M,1,Unknown,Married,$80K - $120K,Blue,36,4,2,3,13457.0,1248,12209.0,0.512,1548,41,0.519,0.093,0,129.0,37.75609756097561,36,0
803665983,Existing Customer,52,M,0,Unknown,Married,$60K - $80K,Blue,46,3,2,4,2742.0,2184,558.0,0.592,3829,72,0.532,0.796,0,319.0833333333333,53.18055555555556,46,2
815838633,Existing Customer,34,M,1,Unknown,Married,$60K - $80K,Blue,29,3,2,3,3890.0,2286,1604.0,0.633,1889,51,0.457,0.588,0,157.41666666666666,37.03921568627451,29,0
826706208,Existing Customer,55,M,3,Graduate,Single,$80K - $120K,Blue,51,6,2,3,17198.0,0,17198.0,0.803,4042,62,0.722,0.0,0,336.8333333333333,65.19354838709677,51,2
721218408,Existing Customer,53,M,4,High School,Married,$120K +,Blue,41,6,3,4,3401.0,1713,1688.0,0.773,1924,54,0.317,0.504,0,160.33333333333334,35.629629629629626,41,1
779484408,Existing Customer,37,M,1,Unknown,Married,$60K - $80K,Blue,19,6,1,2,18951.0,1243,17708.0,1.148,2874,58,0.657,0.066,0,239.5,49.55172413793103,19,1
710416533,Existing Customer,58,F,3,Unknown,Single,$40K - $60K,Blue,52,4,1,1,1454.0,888,566.0,1.19,3060,56,0.647,0.611,0,255.0,54.642857142857146,52,1
719706483,Existing Customer,33,M,3,High School,Married,$120K +,Blue,20,6,3,2,27499.0,1188,26311.0,0.544,2202,46,0.394,0.043,0,183.5,47.869565217391305,20,1
712206858,Existing Customer,39,M,3,Graduate,Married,$120K +,Blue,36,3,3,2,32964.0,2231,30733.0,1.731,3094,45,1.647,0.068,0,257.8333333333333,68.75555555555556,36,1
709886583,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,28,5,2,1,7411.0,633,6778.0,0.762,2761,77,0.604,0.085,0,230.08333333333334,35.857142857142854,28,1
711040758,Existing Customer,32,M,0,Uneducated,Single,$40K - $60K,Blue,36,4,3,3,7200.0,0,7200.0,0.894,3006,83,0.93,0.0,0,250.5,36.21686746987952,36,1
817197333,Existing Customer,26,F,1,Uneducated,Single,Unknown,Blue,13,6,2,3,12007.0,956,11051.0,0.832,2678,50,0.471,0.08,0,223.16666666666666,53.56,13,1
718929708,Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,50,4,2,2,3147.0,1602,1545.0,0.569,1558,23,0.643,0.509,0,129.83333333333334,67.73913043478261,50,0
721150833,Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,18,6,2,5,5110.0,1942,3168.0,0.749,3028,76,0.583,0.38,0,252.33333333333334,39.8421052631579,18,1
714514983,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue,35,3,6,4,5438.0,2214,3224.0,0.668,5029,75,0.562,0.407,0,419.0833333333333,67.05333333333333,35,4
779888658,Existing Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,40,6,1,1,17450.0,2193,15257.0,0.419,1426,38,0.462,0.126,0,118.83333333333333,37.526315789473685,40,0
715883358,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,39,3,3,2,18352.0,1509,16843.0,0.898,1454,29,1.071,0.082,0,121.16666666666667,50.13793103448276,39,0
713363583,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,17,3,1,2,5030.0,2326,2704.0,0.856,3345,69,1.3,0.462,0,278.75,48.47826086956522,17,2
772935108,Existing Customer,47,M,1,Unknown,Divorced,$80K - $120K,Silver,38,3,2,3,34516.0,802,33714.0,0.899,1823,27,0.8,0.023,0,151.91666666666666,67.51851851851852,38,0
820075983,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,21,4,3,2,1585.0,1535,50.0,0.462,2299,49,0.485,0.968,0,191.58333333333334,46.91836734693877,21,1
721502958,Existing Customer,54,M,1,High School,Married,$120K +,Blue,42,5,3,3,3251.0,1919,1332.0,0.56,1406,31,0.24,0.59,0,117.16666666666667,45.354838709677416,42,0
708596283,Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,23,3,2,2,2858.0,1251,1607.0,0.576,2844,73,0.622,0.438,0,237.0,38.95890410958904,23,1
710325258,Existing Customer,52,M,1,Unknown,Married,$80K - $120K,Silver,36,6,1,0,34516.0,1847,32669.0,0.527,3284,65,0.477,0.054,0,273.6666666666667,50.52307692307692,36,2
708823908,Existing Customer,41,M,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443.0,1363,15080.0,0.688,4252,64,0.684,0.083,0,354.3333333333333,66.4375,28,2
826401858,Existing Customer,36,F,0,Uneducated,Divorced,Less than $40K,Blue,32,3,2,3,3687.0,1655,2032.0,0.742,2448,63,0.5,0.449,0,204.0,38.857142857142854,32,1
709554483,Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,3,4840.0,2517,2323.0,0.445,1637,22,1.0,0.52,0,136.41666666666666,74.4090909090909,36,0
710545158,Existing Customer,42,M,3,Unknown,Single,$120K +,Blue,36,6,3,2,15108.0,0,15108.0,1.015,3738,68,0.744,0.0,0,311.5,54.970588235294116,36,2
788621658,Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,37,6,3,2,1909.0,1753,156.0,0.788,1457,24,0.6,0.918,0,121.41666666666667,60.708333333333336,37,0
716713533,Existing Customer,53,M,3,Post-Graduate,Single,$80K - $120K,Blue,44,5,2,2,19063.0,1236,17827.0,0.542,3393,58,0.871,0.065,0,282.75,58.5,44,2
712338033,Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,26,4,2,4,15982.0,1691,14291.0,0.808,1687,40,0.739,0.106,0,140.58333333333334,42.175,26,0
711639708,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,32,6,2,2,1438.3,0,1438.3,0.66,1794,45,0.875,0.0,0,149.5,39.86666666666667,32,0
720216108,Existing Customer,27,F,2,College,Divorced,Less than $40K,Blue,14,4,3,3,2549.0,2130,419.0,0.693,2605,61,0.794,0.836,0,217.08333333333334,42.704918032786885,14,1
718708908,Existing Customer,58,M,4,Graduate,Married,$60K - $80K,Blue,36,6,2,4,5967.0,2350,3617.0,0.543,1426,29,0.812,0.394,0,118.83333333333333,49.172413793103445,36,0
802890333,Existing Customer,59,M,1,Uneducated,Married,$40K - $60K,Blue,53,5,1,3,2182.0,1558,624.0,0.457,1660,34,0.789,0.714,0,138.33333333333334,48.8235294117647,53,0
712965183,Existing Customer,63,F,2,Graduate,Married,Less than $40K,Blue,52,5,2,3,2689.0,2101,588.0,0.416,1188,35,0.75,0.781,0,99.0,33.94285714285714,52,0
796170933,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,51,6,2,4,30622.0,0,30622.0,1.329,3600,66,0.784,0.0,0,300.0,54.54545454545455,51,2
712816833,Existing Customer,56,F,0,High School,Married,Unknown,Blue,48,4,1,2,4203.0,1965,2238.0,0.441,1425,32,0.778,0.468,0,118.75,44.53125,48,0
814829583,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,37,6,1,3,6453.0,0,6453.0,0.76,4822,74,0.609,0.0,0,401.8333333333333,65.16216216216216,37,3
798769458,Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,23,3,1,2,3318.0,927,2391.0,0.934,3011,83,0.804,0.279,0,250.91666666666666,36.27710843373494,23,1
